Transaction_Name,Minimum,Average,Maximum,Std_Deviation,ninety_Percent,Pass,Fail,Stop
DoublePlayTVInternet_SelectAddress,0.109,0.15,1.039,0.056,0.166,667,0,0
DoublePlayTVInternet_SelectAddress_XX_AIS_Address,0.016,0.031,0.582,0.031,0.034,667,0,0
DoublePlayTVInternet_SelectAddress_XX_CDI_Customers,0.094,0.118,1.004,0.046,0.132,664,0,0
DoublePlayTVInternet_SelectCreateCustomerLink,0.728,1.249,4.173,0.428,1.669,666,0,0
DoublePlayTVInternet_SelectCreateCustomerLink_XX_AIS_Drops,0.016,0.026,0.156,0.012,0.035,666,0,0
DoublePlayTVInternet_SelectCreateCustomerLink_XX_CDI_Customers_Account,0.094,0.116,0.567,0.029,0.127,666,0,0
DoublePlayTVInternet_SelectCreateCustomerLink_XX_FFM_AddressID,0.031,0.059,0.546,0.03,0.076,666,0,0
DoublePlayTVInternet_SelectCreateCustomerLink_XX_OE_NewCustomerDesktop,0.432,0.907,3.894,0.408,1.324,666,0,0
DoublePlayTVInternet_SelectCreateCustomerLink_XX_SA_ServiceAvailability,0,0.019,0.068,0.005,0.025,2664,0,0
DoublePlayTVInternet_SelectCreateCustomerLink_XX_TSRWS_GetCityByNode,0,0.008,1.7,0.042,0.016,1998,0,0
DoublePlayTVInternet_SelectCreateCustomerLink_XX_TSRWS_RegionalNodeAndServerStatus,0,0.02,0.453,0.024,0.03,1332,0,0
DoublePlayTVInternet_Internet300,0.109,0.303,1.578,0.166,0.458,666,0,0
DoublePlayTVInternet_Internet300_XX_OE_desktopItemModified,0.109,0.303,1.577,0.166,0.457,666,0,0
DoublePlayTVInternet_InternetHWWrench,0.047,0.134,1.883,0.099,0.188,665,0,0
DoublePlayTVInternet_InternetHWWrench_XX_OE_showHWPop,0.047,0.134,1.883,0.099,0.188,665,0,0
DoublePlayTVInternet_Internet_Validate,0.14,0.38,2.866,0.224,0.566,664,0,0
DoublePlayTVInternet_Internet_Validate_XX_OE_validateHW,0.14,0.38,2.866,0.224,0.566,664,0,0
DoublePlayTVInternet_SaveInternetEquipment,0.094,0.28,1.917,0.159,0.417,664,0,0
DoublePlayTVInternet_SaveInternetEquipment_XX_OE_saveEquipment,0.094,0.28,1.917,0.159,0.417,664,0,0
DoublePlayTVInternet_LargeTv,0.25,0.514,4.633,0.27,0.71,664,0,0
DoublePlayTVInternet_LargeTv_XX_OE_desktopItem,0.25,0.514,4.633,0.27,0.71,664,0,0
DoublePlayTVInternet_DigitalChannel,0.109,0.24,1.925,0.169,0.328,665,0,0
DoublePlayTVInternet_DigitalChannel_XX_OE_openChannelsPopup,0.109,0.24,1.925,0.169,0.327,665,0,0
DoublePlayTVInternet_DigitalChannel_Pick10,0.374,0.765,5.264,0.415,1.041,667,0,0
DoublePlayTVInternet_DigitalChannel_Pick10_XX_OE_desktopItemModified,0.281,0.585,4.609,0.367,0.807,667,0,0
DoublePlayTVInternet_DigitalChannel_Pick10_XX_OE_openAggregationOfferingDialog,0.088,0.179,1.576,0.093,0.265,667,0,0
DoublePlayTVInternet_DigitalChannel_Select10,3.178,6.084,21.386,1.82,8.354,666,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_1,0.296,0.596,2.761,0.234,0.808,665,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_10,0.312,0.628,2.503,0.248,0.92,666,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_2,0.304,0.593,2.553,0.216,0.849,665,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_3,0.296,0.596,4.496,0.252,0.817,665,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_4,0.312,0.602,2.731,0.229,0.889,665,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_5,0.311,0.599,2.351,0.209,0.833,665,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_6,0.31,0.619,2.388,0.238,0.878,665,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_7,0.312,0.619,4.018,0.263,0.916,666,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_8,0.311,0.618,3.424,0.253,0.88,666,0,0
DoublePlayTVInternet_DigitalChannel_Select10_XX_OE_desktopItemModified_9,0.328,0.616,2.59,0.238,0.86,666,0,0
DoublePlayTVInternet_DigitalChannel_Save,0.041,0.127,3.558,0.186,0.157,665,0,0
DoublePlayTVInternet_DigitalChannel_Save_XX_OE_okAggregationOfferingDialog,0.041,0.127,3.558,0.186,0.157,665,0,0
DoublePlayTVInternet_DigitalChannel_Additional3,0.952,1.805,9.473,0.714,2.449,662,0,0
DoublePlayTVInternet_DigitalChannel_Additional3_XX_OE_desktopItemModified_1,0.312,0.602,5.295,0.298,0.826,662,0,0
DoublePlayTVInternet_DigitalChannel_Additional3_XX_OE_desktopItemModified_2,0.312,0.604,3.791,0.274,0.85,662,0,0
DoublePlayTVInternet_DigitalChannel_Additional3_XX_OE_desktopItemModified_3,0.312,0.599,2.635,0.242,0.845,662,0,0
DoublePlayTVInternet_DigitalChannel_save,0.031,0.115,1.217,0.081,0.168,663,0,0
DoublePlayTVInternet_DigitalChannel_save_XX_OE_okChannelsPopup,0.031,0.115,1.217,0.081,0.168,663,0,0
DoublePlayTVInternet_TVHW_Wrench,0.077,0.168,3.179,0.151,0.243,663,0,0
DoublePlayTVInternet_TVHW_Wrench_XX_OE_showHWPop,0.077,0.168,3.179,0.151,0.243,663,0,0
DoublePlayTVInternet_ShawBlueSkyBox,0.093,0.215,2.562,0.152,0.296,664,0,0
DoublePlayTVInternet_ShawBlueSkyBox_XX_OE_EmptyHW,0.093,0.215,2.562,0.152,0.296,664,0,0
DoublePlayTVInternet_TV_Validate,0.109,0.262,1.856,0.145,0.374,666,0,0
DoublePlayTVInternet_TV_Validate_XX_OE_validateHW,0.109,0.262,1.856,0.145,0.374,666,0,0
DoublePlayTVInternet_SaveTVEquipment,0.14,0.346,4.029,0.216,0.504,666,0,0
DoublePlayTVInternet_SaveTVEquipment_XX_OE_saveEquipment,0.14,0.346,4.029,0.216,0.504,666,0,0
DoublePlayTVInternet_OneTimeCharges,0.062,0.186,3.418,0.19,0.269,665,0,0
DoublePlayTVInternet_OneTimeCharges_XX_OE_InstallationFee,0.062,0.186,3.418,0.19,0.269,665,0,0
DoublePlayTVInternet_InternetChoice,0.062,0.177,1.285,0.111,0.259,664,0,0
DoublePlayTVInternet_InternetChoice_XX_OE_showcomponent,0.062,0.177,1.285,0.111,0.259,664,0,0
DoublePlayTVInternet_2YVP_WIFI,0.172,0.441,2.027,0.174,0.633,663,0,0
DoublePlayTVInternet_2YVP_WIFI_XX_OE_discountCheckAction,0.172,0.412,1.953,0.172,0.604,663,0,0
DoublePlayTVInternet_2YVP_WIFI_XX_OE_newcustomerdesktop,0,0.029,0.125,0.013,0.047,663,0,0
DoublePlayTVInternet_ServiceAgreement,0.109,0.28,3.479,0.261,0.387,665,0,0
DoublePlayTVInternet_ServiceAgreement_XX_OE_DiscountPop,0.047,0.135,3.338,0.181,0.187,665,0,0
DoublePlayTVInternet_ServiceAgreement_XX_OE_showComponent,0.047,0.145,3.194,0.178,0.209,665,0,0
DoublePlayTVInternet_SaveServiceAgreement,0.819,1.719,5.614,0.582,2.279,666,0,0
DoublePlayTVInternet_SaveServiceAgreement_XX_OE_ConfirmDiscount,0.035,0.111,0.39,0.047,0.171,666,0,0
DoublePlayTVInternet_SaveServiceAgreement_XX_OE_DiscountCheckAction_TV_PGCode,0.172,0.422,3.908,0.27,0.597,666,0,0
DoublePlayTVInternet_SaveServiceAgreement_XX_OE_DiscountCheckAction1_PGCode,0.187,0.412,2.514,0.194,0.595,665,0,0
DoublePlayTVInternet_SaveServiceAgreement_XX_OE_HideComponent1,0.039,0.107,0.446,0.049,0.159,665,0,0
DoublePlayTVInternet_SaveServiceAgreement_XX_OE_SelectCategory_TV_PGCode,0.047,0.137,2.98,0.16,0.187,666,0,0
DoublePlayTVInternet_SaveServiceAgreement_XX_OE_SystemRpcUpdate1,0.031,0.122,2.25,0.118,0.185,665,0,0
DoublePlayTVInternet_SaveServiceAgreement_XX_OE_SystemRpcUpdate2,0.036,0.103,0.521,0.051,0.154,665,0,0
DoublePlayTVInternet_CustomerID,0.156,0.373,3.99,0.211,0.518,664,0,0
DoublePlayTVInternet_CustomerID_XX_OE_prepareQuote,0.109,0.243,1.559,0.12,0.337,664,0,0
DoublePlayTVInternet_CustomerID_XX_OE_shortSumary,0.047,0.131,3.729,0.15,0.184,664,0,0
DoublePlayTVInternet_BillingPref,0.562,0.982,3.884,0.333,1.254,663,0,0
DoublePlayTVInternet_BillingPref_XX_OE_contactEmailChanged,0.047,0.132,1.506,0.094,0.191,663,0,0
DoublePlayTVInternet_BillingPref_XX_OE_prepareQuot,0.374,0.612,3.557,0.187,0.766,663,0,0
DoublePlayTVInternet_BillingPref_XX_OE_shortSummary,0.036,0.115,3.094,0.159,0.156,663,0,0
DoublePlayTVInternet_BillingPref_XX_OE_systemrpcUpdate,0.031,0.122,1.576,0.08,0.172,663,0,0
DoublePlayTVInternet_Appointments,0.608,1.264,4.747,0.481,1.782,664,0,0
DoublePlayTVInternet_Appointments_XX_OE_prepareQuote,0.3,0.632,3.529,0.291,0.897,664,0,0
DoublePlayTVInternet_Appointments_XX_OE_SelectTechnician,0.172,0.387,1.612,0.162,0.562,664,0,0
DoublePlayTVInternet_Appointments_XX_OE_shortSummary,0.047,0.113,1.118,0.063,0.169,664,0,0
DoublePlayTVInternet_Appointments_XX_OE_systemrpcUpdate,0.047,0.132,1.184,0.082,0.191,664,0,0
DoublePlayTVInternet_ADDSvc_XX_OE_infotoChangeAction,0.125,0.299,1.903,0.135,0.437,664,0,0
DoublePlayTVInternet_ADDSvc_XX_OE_Preparequote,0.187,0.425,3.393,0.216,0.614,664,0,0
DoublePlayTVInternet_ADDSvc_XX_OE_ShortSummary,0.047,0.116,3.11,0.144,0.158,664,0,0
DoublePlayTVInternet_InstallationFee_popup,0.376,0.84,4.063,0.362,1.196,664,0,0
DoublePlayTVInternet_CreateCustomerNote,0.045,0.062,2.316,0.09,0.066,660,0,0
DoublePlayTVInternet_CreateCustomerNote_XX_OE_Note,0.045,0.061,2.315,0.09,0.066,660,0,0
DoublePlayTVInternet_FinishOrder,4.462,7.951,26.598,2.32,10.742,660,0,0
DoublePlayTVInternet_FinishOrder_XX_AIS_address_drops,0.016,0.043,0.296,0.021,0.062,660,0,0
DoublePlayTVInternet_FinishOrder_XX_CDI_accounts,0,0.076,0.597,0.036,0.08,660,0,0
DoublePlayTVInternet_FinishOrder_XX_CDI_customer_account,0.094,0.126,3.135,0.166,0.128,660,0,0
DoublePlayTVInternet_FinishOrder_XX_CDI_customers,0,0.065,0.515,0.03,0.079,660,0,0
DoublePlayTVInternet_FinishOrder_XX_CDI_Notes,0.045,0.056,0.5,0.02,0.062,660,0,0
DoublePlayTVInternet_FinishOrder_XX_CPE_Equipments_SUCCESS,0.04,0.067,0.358,0.02,0.084,660,0,0
DoublePlayTVInternet_FinishOrder_XX_FFM_AccointId,0.031,0.06,0.575,0.031,0.076,660,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_account,0.1,0.328,2.197,0.181,0.529,660,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_CheckOrderStatus,0.094,0.287,1.963,0.174,0.438,660,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_CustOrdHist1,0.655,1.372,7.981,0.66,2.01,660,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_CustUpdatedStatus,0.1,0.409,3.824,0.319,0.771,2271,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_NewCustDesktop,0.424,0.88,3.822,0.393,1.25,660,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_prepareQuote,0.451,0.872,4.618,0.391,1.155,661,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_refreshDesktop,0.047,0.11,0.562,0.049,0.156,661,0,0
DoublePlayTVInternet_FinishOrder_XX_OE_shortSummary,1.045,2.04,8.778,0.755,2.787,661,0,0
DoublePlayTVInternet_FinishOrder_XX_SA_ServiceAvailability,0,0.019,0.359,0.01,0.024,2640,0,0
DoublePlayTVInternet_FinishOrder_XX_TSRWS_getCityNode,0,0.006,0.173,0.01,0.016,1980,0,0
DoublePlayTVInternet_FinishOrder_XX_TSRWS_RegionalNodeAndServerStatus,0,0.032,5.013,0.214,0.031,1320,0,0
DoublePlayTVInternet_Review,0.156,0.395,1.931,0.192,0.57,661,0,0
DoublePlayTVInternet_Review_XX_OE_prepareQuote,0.109,0.285,1.7,0.16,0.417,661,0,0
DoublePlayTVInternet_Review_XX_OE_shortSummary,0.047,0.109,0.883,0.054,0.154,661,0,0
DoublePlayTVInternet_Total,16.786,28.012,50.435,4.548,33.405,660,1,0
InternetUpgrade_Login,0.55,0.607,0.664,0.057,0.664,2,0,0
InternetUpgrade_OrderStatus,0.218,0.659,3.739,0.396,0.995,723,0,0
InternetUpgrade_CustomerOverview,1.607,2.541,9.608,0.8,3.34,722,0,0
InternetUpgrade_CustomerOverview_XX_AIS_Address,0,0.045,0.308,0.021,0.061,722,0,0
InternetUpgrade_CustomerOverview_XX_AIS_Address_Drops,0.016,0.024,0.15,0.008,0.031,722,0,0
InternetUpgrade_CustomerOverview_XX_BRM_Account,0.172,0.218,0.86,0.039,0.241,722,0,0
InternetUpgrade_CustomerOverview_XX_CDI_Accounts,0.034,0.073,0.187,0.011,0.081,722,0,0
InternetUpgrade_CustomerOverview_XX_CDI_Accounts_notes,0.046,0.058,0.529,0.026,0.063,722,0,0
InternetUpgrade_CustomerOverview_XX_CDI_Customers,0,0.078,3.042,0.085,0.115,1444,0,0
InternetUpgrade_CustomerOverview_XX_CDI_Customers_Account,0.094,0.116,0.446,0.021,0.129,722,0,0
InternetUpgrade_CustomerOverview_XX_CPE_Equipments_SUCCESS,0.029,0.06,3.071,0.114,0.069,722,0,0
InternetUpgrade_CustomerOverview_XX_CPE_EquipmentsSerialNumber_SUCCESS,0.015,0.048,0.202,0.015,0.062,722,0,0
InternetUpgrade_CustomerOverview_XX_FFM_AddressId,0.031,0.059,0.328,0.023,0.071,722,0,0
InternetUpgrade_CustomerOverview_XX_OE_Account,0.156,0.457,4.418,0.299,0.686,722,0,0
InternetUpgrade_CustomerOverview_XX_OE_Customer_Order_History,0.546,1.062,7.697,0.494,1.56,722,0,0
InternetUpgrade_CustomerOverview_XX_SA_Service_Availability,0,0.018,0.059,0.005,0.023,2888,0,0
InternetUpgrade_CustomerOverview_XX_TSRWS_Get_City,0,0.009,3.061,0.087,0.016,2166,0,0
InternetUpgrade_CustomerOverview_XX_TSRWS_RegionalNodeAndServerStatus,0,0.032,6.032,0.199,0.031,1444,0,0
InternetUpgrade_OrderEntry,0.842,1.568,6.189,0.598,2.273,722,0,0
InternetUpgrade_OrderEntry_XX_OE_NewCustomerDesktop,0.842,1.568,6.189,0.598,2.272,722,0,0
InternetUpgrade_SelectInternet15,0.14,0.362,3.265,0.22,0.556,727,0,0
InternetUpgrade_SelectInternet15_XX_OE_Desktop_Item_Modified,0.14,0.362,3.264,0.22,0.556,727,0,0
InternetUpgrade_InstallFeeAndAppointments,0.296,0.66,4.875,0.367,0.937,728,0,0
InternetUpgrade_InstallFeeAndAppointments_XX_OE_Installation_Fee_Changed,0.062,0.15,2.375,0.127,0.212,728,0,0
InternetUpgrade_InstallFeeAndAppointments_XX_OE_Prepare_Quote,0.187,0.401,3.124,0.239,0.559,728,0,0
InternetUpgrade_InstallFeeAndAppointments_XX_OE_Short_Summary,0.031,0.109,1.013,0.076,0.161,728,0,0
InternetUpgrade_ADDSvc_XX_OE_infotoChangeAction,0.109,0.283,1.744,0.152,0.423,725,0,0
InternetUpgrade_ADDSvc_XX_OE_Preparequote,0.138,0.341,2.371,0.201,0.525,725,0,0
InternetUpgrade_ADDSvc_XX_OE_ShortSummary,0.031,0.104,0.509,0.055,0.156,725,0,0
InternetUpgrade_InstallationFee_popup,0.296,0.729,3.168,0.343,1.061,725,0,0
InternetUpgrade_ReviewOrder,0.125,0.307,2.416,0.161,0.445,722,0,0
InternetUpgrade_ReviewOrder_XX_OE_Prepare_Quote,0.078,0.202,2.109,0.115,0.299,722,0,0
InternetUpgrade_ReviewOrder_XX_OE_Short_Summary,0.034,0.105,1.482,0.079,0.151,722,0,0
InternetUpgrade_FinishOrder,5.491,9.387,30.606,2.561,12.391,722,1,0
InternetUpgrade_FinishOrder_XX_AIS_Address_Drops,0.016,0.04,0.184,0.017,0.056,723,0,0
InternetUpgrade_FinishOrder_XX_BRM_Account,0.156,0.21,0.593,0.037,0.238,723,0,0
InternetUpgrade_FinishOrder_XX_BRM_Pending_Items,0.203,0.285,2.335,0.088,0.316,722,0,0
InternetUpgrade_FinishOrder_XX_BRM_Transaction_History,0.058,0.108,0.587,0.03,0.131,722,0,0
InternetUpgrade_FinishOrder_XX_CDI_Accounts,0.06,0.075,1.013,0.04,0.08,723,0,0
InternetUpgrade_FinishOrder_XX_CDI_Accounts_notes,0.047,0.057,0.189,0.011,0.062,723,0,0
InternetUpgrade_FinishOrder_XX_CDI_Customers,0.031,0.06,3.124,0.115,0.074,723,0,0
InternetUpgrade_FinishOrder_XX_CDI_Customers_Account,0.094,0.116,0.374,0.022,0.127,722,0,0
InternetUpgrade_FinishOrder_XX_CPE_Equipments_SUCCESS,0.015,0.059,3.061,0.114,0.07,722,0,0
InternetUpgrade_FinishOrder_XX_CPE_EquipmentsSerialNumber_SUCCESS,0.015,0.05,0.413,0.023,0.063,722,0,0
InternetUpgrade_FinishOrder_XX_FFM_AddressId,0.031,0.058,0.386,0.019,0.071,722,1,0
InternetUpgrade_FinishOrder_XX_OE_Account,0.194,0.553,3.22,0.303,0.881,723,0,0
InternetUpgrade_FinishOrder_XX_OE_Check_Order_Submission,0.094,0.376,5.21,0.291,0.637,2349,0,0
InternetUpgrade_FinishOrder_XX_OE_Customer_Order_History,0.755,1.633,5.545,0.62,2.483,722,0,0
InternetUpgrade_FinishOrder_XX_OE_New_Customer_Desktop,0.83,1.794,5.603,0.674,2.72,722,0,0
InternetUpgrade_FinishOrder_XX_OE_Prepare_Quote,0.312,0.639,3.23,0.282,0.864,721,0,0
InternetUpgrade_FinishOrder_XX_OE_Refresh_Desktop,0.041,0.114,1.731,0.103,0.172,721,0,0
InternetUpgrade_FinishOrder_XX_OE_Short_Summary,1.123,2.162,8.991,0.809,3.011,721,0,0
InternetUpgrade_FinishOrder_XX_SA_Service_Availability,0,0.019,0.374,0.01,0.024,2891,0,0
InternetUpgrade_FinishOrder_XX_TSRWS_Get_City,0,0.006,0.184,0.009,0.016,2169,0,0
InternetUpgrade_FinishOrder_XX_TSRWS_RegionalNodeAndServerStatus,0,0.027,2.666,0.113,0.031,1446,0,0
InternetUpgrade_CreateCustomerNote,0.047,0.073,1.357,0.054,0.093,716,0,0
InternetUpgrade_CreateCustomerNote_XX_OE_Note,0.047,0.072,1.357,0.054,0.092,716,0,0
InternetUpgrade_Total,9.422,15.584,36.619,3.026,19.258,716,1,0
UpdateCustomerDetails_Login,0.627,0.653,0.678,0.026,0.678,2,0,0
UpdateCustomerDetails_Login_XX_OE_Login,0.466,0.503,0.541,0.037,0.541,2,0,0
UpdateCustomerDetails_customerOverview,1.56,2.545,7.8,0.691,3.309,1028,0,0
UpdateCustomerDetails_customerOverview_XX_AIS_Drops,0.016,0.023,0.265,0.014,0.03,1028,0,0
UpdateCustomerDetails_customerOverview_XX_AIS_ServiceID,0.016,0.044,0.312,0.021,0.062,1028,0,0
UpdateCustomerDetails_customerOverview_XX_BRM_Billing_Account,0.17,0.216,0.755,0.037,0.238,1028,0,0
UpdateCustomerDetails_customerOverview_XX_CDI_AccountId,0.047,0.069,0.624,0.032,0.078,1028,0,0
UpdateCustomerDetails_customerOverview_XX_CDI_AccountServiceAddress,0.078,0.106,0.562,0.028,0.118,1028,0,0
UpdateCustomerDetails_customerOverview_XX_CDI_Customer_CustomerId,0.031,0.046,0.35,0.017,0.051,1028,0,0
UpdateCustomerDetails_customerOverview_XX_CDI_Customers_AccountId,0.062,0.086,0.749,0.035,0.103,1028,0,0
UpdateCustomerDetails_customerOverview_XX_CDI_Notes_1,0.031,0.051,0.328,0.012,0.059,1028,0,0
UpdateCustomerDetails_CustomerOverview_XX_CPE_Equipments_SUCCESS,0.031,0.063,0.373,0.019,0.08,1028,0,0
UpdateCustomerDetails_customerOverview_XX_FFM_AddressId,0.031,0.058,0.359,0.027,0.071,1028,0,0
UpdateCustomerDetails_customerOverview_XX_OE_AccountId,0.18,0.482,3.47,0.284,0.744,1028,0,0
UpdateCustomerDetails_customerOverview_XX_OE_CustomerOrderHistory,0.624,1.223,5.079,0.476,1.741,1028,0,0
UpdateCustomerDetails_customerOverview_XX_SA_ServiceId,0,0.019,0.382,0.008,0.024,4112,0,0
UpdateCustomerDetails_OrderStatus,0.234,0.682,6.024,0.5,1.051,1029,0,0
UpdateCustomerDetails_Digital_Channel,0.796,1.612,7.361,0.595,2.296,1029,0,0
UpdateCustomerDetails_Digital_Channel_XX_OE_ChannelPopup,0.108,0.231,1.9,0.144,0.328,1027,0,0
UpdateCustomerDetails_Digital_Channel_XX_OE_DesktopItemModified1,0.312,0.639,4.737,0.376,0.914,1029,0,0
UpdateCustomerDetails_Digital_Channel_XX_OE_DesktopItemModified2,0.312,0.624,3.37,0.282,0.877,1028,0,0
UpdateCustomerDetails_Digital_Channel_XX_OE_OkChannel,0.035,0.118,2.132,0.128,0.168,1029,0,0
UpdateCustomerDetails_orderEntry,0.936,1.848,8.537,0.718,2.58,1026,0,0
UpdateCustomerDetails_orderEntry_XX_OE_NewCustomerDesktop,0.936,1.848,8.537,0.718,2.58,1026,0,0
UpdateCustomerDetails_InstallationFee,0.071,0.176,1.71,0.107,0.265,1028,0,0
UpdateCustomerDetails_InstallationFee_XX_OE_ChangeFee,0.071,0.176,1.71,0.107,0.265,1028,0,0
UpdateCustomerDetails_appointmentsTab,0.25,0.573,3.539,0.242,0.796,1026,0,0
UpdateCustomerDetails_appointmentsTab_XX_OE_Preparequote,0.203,0.461,3.356,0.204,0.656,1028,0,0
UpdateCustomerDetails_appointmentsTab_XX_OE_ShortSummary,0.031,0.112,2.956,0.112,0.163,1028,0,0
UpdateCustomerDetails_ADDSvc_XX_OE_infotoChangeAction,0.125,0.299,2.279,0.144,0.447,1026,0,0
UpdateCustomerDetails_ADDSvc_XX_OE_Preparequote,0.168,0.391,4.303,0.221,0.565,1026,0,0
UpdateCustomerDetails_ADDSvc_XX_OE_ShortSummary,0.047,0.099,0.404,0.041,0.145,1026,0,0
UpdateCustomerDetails_InstallationFee_popup,0.344,0.789,5.071,0.336,1.135,1026,0,0
UpdateCustomerDetails_reviewOrder,0.156,0.401,2.358,0.202,0.571,1027,0,0
UpdateCustomerDetails_reviewOrder_XX_OE_PrepareQuote,0.109,0.286,2.236,0.161,0.422,1025,0,0
UpdateCustomerDetails_reviewOrder_XX_OE_ShortSummary,0.031,0.115,1.95,0.106,0.16,1027,0,0
UpdateCustomerDetails_CreateCustomerNote,0.031,0.057,1.073,0.041,0.064,1026,0,0
UpdateCustomerDetails_CreateCustomerNote_XX_OE_Note,0.031,0.056,1.073,0.041,0.064,1026,0,0
UpdateCustomerDetails_finishOrder,5.335,8.797,20.613,1.843,11.248,1026,0,0
UpdateCustomerDetails_finishOrder_XX_AIS_AddressDrops,0,0,0.047,0.001,0,1028,0,0
UpdateCustomerDetails_finishOrder_XX_BRM_Account,0.153,0.205,1.17,0.051,0.233,1025,0,0
UpdateCustomerDetails_finishOrder_XX_BRM_PendingItems,0.322,0.419,2.824,0.129,0.456,1025,0,0
UpdateCustomerDetails_finishOrder_XX_BRM_TransactionHistory,0.047,0.106,0.727,0.031,0.128,1025,0,0
UpdateCustomerDetails_finishOrder_XX_CDI_Accounts,0.047,0.072,3.057,0.107,0.075,1025,0,0
UpdateCustomerDetails_finishOrder_XX_CDI_Customers,0.031,0.053,1.949,0.063,0.065,1025,0,0
UpdateCustomerDetails_finishOrder_XX_CDI_Customers_Account,0.078,0.106,1.282,0.044,0.117,1025,0,0
UpdateCustomerDetails_finishOrder_XX_CDI_Notes,0.031,0.052,0.706,0.024,0.061,1026,0,0
UpdateCustomerDetails_finishOrder_XX_CPE_Equipments_SUCCESS,0.031,0.071,3.085,0.136,0.083,1025,0,0
UpdateCustomerDetails_finishOrder_XX_FFM_AddressId,0.031,0.058,0.801,0.035,0.067,1025,0,0
UpdateCustomerDetails_finishOrder_XX_OE_Account,0,0.029,1.184,0.042,0.04,1026,0,0
UpdateCustomerDetails_finishOrder_XX_OE_CheckOrderSubmission,0.094,0.296,3.701,0.221,0.452,1033,0,0
UpdateCustomerDetails_finishOrder_XX_OE_NewCustomerDesktop,0.983,1.916,8.247,0.679,2.703,1026,0,0
UpdateCustomerDetails_finishOrder_XX_OE_OrderHistory,0.891,1.929,7.244,0.825,2.826,1025,0,0
UpdateCustomerDetails_finishOrder_XX_OE_PrepareQuote,0.437,0.859,7.033,0.357,1.155,1025,0,0
UpdateCustomerDetails_finishOrder_XX_OE_RefreshDesktop,0.031,0.117,1.891,0.114,0.158,1026,0,0
UpdateCustomerDetails_finishOrder_XX_OE_ShortSummary,1.186,2.446,8.925,0.869,3.468,1025,0,0
UpdateCustomerDetails_finishOrder_XX_SA_SvcId,0,0.018,0.181,0.006,0.023,4109,0,0
UpdateCustomerDetails_Total,11.014,16.777,29.552,2.587,20.253,1026,0,0
